Hauptartikelnr;Artikelname;Hersteller;Beschreibung;Materialangaben;Geschlecht;Produktart;Ärmel;Bein;Kragen;Herstellung;Taschenart;Grammatur;Material;Ursprungsland;Bildname
A6755;"Tri-Blend 3/4 Sleeve Raglan Tee";Anvil;"Leicht tailliert, Schnitt mit Seitennaht, Eingesetzter Kragen in Kontrastfarbe und Raglan-Ärmel in 3/4 Länge, Einfach abgesteppt am Nacken, Doppelnaht an Ärmel und Saum, TearAway-Label, Gekämmtes. ringgesponnenes Baumwollmischgewebe (Baumwolle/Polyester/Viskose)";"50% Polyester / 25% Baumwolle / 25% Viskose";Herren;T-Shirts;¾-Arm;;Rundhals;;;"159 g/m²";Polyestergemisch;HN;a6755.jpg
A6756L;"Women’s Tri-Blend Deep Scoop 1/2 Sleeve Tee";Anvil;"Leicht taillierter Schnitt mit Seitennaht - Tiefer Rundhalsausschnitt mit Einfassung im gleichen Stoff - 1/2 Ärmel und abgerundeter Saum mit Doppelnaht - TearAway-Label - Gekämmtes, ringgesponnenes Baumwollmischgewebe (Baumwolle/Polyester/Viskose)";"50% Polyester / 25% Baumwolle / 25% Viskose";Damen;T-Shirts;Kurzarm;;Boat-Neck;;;"159 g/m²";Polyestergemisch;HN;a6756l.jpg
A6759;"Tri-Blend Full-Zip Hooded Jacket";Anvil;"Gekämmte ringgesponnene Baumwolle, Material 30/1, Hohe Maschendichte für glattere Druckoberfläche, Ungefütterte Kapuze, Antailliert, Seitennaht, Metallreißverschluss, Beuteltaschen, Doppelnaht an Ärmeln Saum, Abgesetztes Band, Tear-Away-Label, Schadstoff geprüft: Öko-Tex 100®";;Herren;Pullover;;;"Mit Kapuze";;;;Polyestergemisch;HN;a6759.jpg
A6759L;"Women´s Tri-Blend Full-Zip Hooded Jacket";Anvil;"Gekämmte ringgesponnene Baumwolle, Material 30/1, Hohe Maschendichte für glattere Druckoberfläche, Ungefütterte Kapuze, Antaillierte Passform mit Seitennaht, Metallreißverschluss, Beuteltaschen, Doppelnaht an Ärmeln und rundem Saum, Tear-Away-Label, Schadstoff geprüft: Öko-Tex 100®";;Damen;Pullover;;;"Mit Kapuze";;;;Polyestergemisch;HN;a6759l.jpg
A71000;"Men´s Crew Neck Sweatshirt";Anvil;"Ringgesponnene Baumwolle, Kontrastfarbenes weißes Nackenband, ca. 2 cm, Halbmond-Patch auf der Rückseite innen, Nähte mit kontrastbildendem Unterfaden, Schulternaht ca. 5 cm nach vorn versetzt, 1x1 Athletic Strickmaterial mit Elasthan an Arm und Saum, Aufliegende Doppelnähte an Nacken, Schultern und Bund, Ripp-Bündchen an Arm, Hals und Saum mit Elasthan";"75% Baumwolle / 25% Polyester (Heather Grey: 70% Baumwolle / 30% Polyester)";Herren;Pullover;Langarm;;Rundhals;Konventionell;;"245 g/m²";Baumwollgemisch;HN;a71000.jpg
A71000FL;"Ladies Crew Neck Sweatshirt";Anvil;"Baumwoll-Polyester-Gemisch für guten Feuchtigkeitstransport, fein gerippter Rundhals-Ausschnitt, Set-in-Ärmel (Naht an der Schulter), breiter; legerer Schnitt, fleeceartiges; sehr flauschiges Innenmaterial, Midweight / mittelschwerer Stoff
";"75% Baumwolle / 25% Polyester (Heather Grey: 70% Baumwolle / 30% Polyester)";Damen;Pullover;Langarm;;Rundhals;Konventionell;;"245 g/m²";Baumwollgemisch;HN;a71000fl.jpg
A71600;"Men´s Full Zip Sweatjacket";Anvil;"Ringgesponnene Baumwolle, Ungefütterte Kapuze, Weiße, runde Zugbänder, Kontrastfarbiges weißes Nackenband, ca. 2 cm, Halbmond-Patch auf der Rückseite innen, Schulternaht ca. 5 cm nach vorn versetzt, Kontrastfarbiger weißer YKK-Metall-Reißverschluss, 1x1 Athletic Strick-Material mit Elasthan an Arm und Saum, Doppelnähte an Nacken, Ripp-Bündchen an Arm, Hals und Saum mit Elasthan";"75% Baumwolle / 25% Polyester (Heather Grey: 70% Baumwolle / 30% Polyester)";Herren;Sweatjacken;Langarm;;"Mit Kapuze";Konventionell;;"245 g/m²";Baumwollgemisch;HN;a71600.jpg
A71600FL;"Ladies Full Zip Hooded Sweatjacket";Anvil;"Ringgesponnene Baumwolle, Ungefütterte Kapuze, Weiße, runde Zugbänder, Kontrastfarbiges, weißes Nackenband, ca. 2 cm, Schulternaht ca. 5 cm nach vorn versetzt, Halbmond-Patch auf der Rückseite innen, Kontrastfarbiger, weißer YKK-Metall-Reißverschluss, 1x1 Athletic Strick-Material mit Elasthan, Aufliegende Dreifachnähte an Nacken, Ripp-Bündchen an Arm, Hals und Saum mit Elasthan";"75% Baumwolle / 25% Polyester (Heather Grey: 70% Baumwolle / 30% Polyester)";Damen;Sweatjacken;Langarm;;"Mit Kapuze";Konventionell;;"245 g/m²";Baumwollgemisch;HN;a71600fl.jpg
A72000;"Crewneck French Terry Sweatshirt";Anvil;"Ringgesponnenes Baumwoll/Polyester-French-Terry, Kontrastfarbenes graues Nackenband, Vorgezogene Schulterpartie, Gewebtes Label, Innen nicht angeraut, 1x1 Ripp-Strick Manschetten und Bund, Doppelnähte an Nacken, Schulter und Bund, Vorgeschrumpft";"60% Polyester / 40% Baumwolle";Herren;Pullover;Langarm;;Rundhals;Konventionell;;"237 g/m²";Baumwollgemisch;HN;a72000.jpg
A72000L;"Women´s French Terry Sweatshirt";Anvil;"Polyester-Baumwoll-Gemisch für guten Feuchtigkeitstransport, fein gerippter; etwas weiterer; Rundhals-Ausschnitt, Set-in-Ärmel (Naht an der Schulter), leicht taillieretr Schnitt, fleeceartiges; sehr flauschiges Innenmaterial (French Terry), Lightweight / leichter Stoff
";"60% Polyester / 40% Baumwolle";Damen;Pullover;Langarm;;Rundhals;Konventionell;;"237 g/m²";Baumwollgemisch;HN;a72000l.jpg
A72500L;"Women´s Crossneck Hooded Sweatshirt";Anvil;"Ringgesponnenes Baumwoll/Polyester French Terry, Taillierter Schnitt mit Princess-Nähten, Überkreuz-Kapuze, Gewebtes Label, Kängurutasche, 1x1 Ripp-Strick Spandex Manschetten und Bund, 3-fach Stepp an Kapuze, Schulter und Bund, Verstärkte Nähte an Ärmeln und Saum, Kontrastfarbenes graues Nackenband, Vorgeschrumpft";"60% Polyester / 40% Baumwolle";Damen;Pullover;Langarm;;"Mit Kapuze";Konventionell;;"237 g/m²";Baumwollgemisch;HN;a72500l.jpg
A880;"Women´s Fashion Basic Tee";Anvil;"Ringgesponnene Baumwolle, Leicht taillierter Schnitt mit Seitennähten, Schulter-zu-Schulter Nackenband und gesäumter Kragen, Doppelnähte an Ärmeln und Saum, Heraustrennbares Label, Vorgeschrumpft";"100% Baumwolle (Heather Grey: 90% Baumwolle / 10% Polyester- Heather Blue, Heather Dark Grey: 60% Polyester / 40% Baumwolle)";Damen;T-Shirts;Kurzarm;;Rundhals;;;"150 g/m²";Baumwolle;BD;a880.jpg
A887L;"Women´s Long Sleeve Hooded Tee";Anvil;"Ringgesponnene Baumwolle, Kräftiger, kontrastfarbener Kordelzug an der Kapuze (Kordelfarbe bei Black, Heather Dark Grey, Navy, White: Dark Grey  Kordelfarbe bei Heather Blue, Heather Green, Heather Purple: Neon Yellow), Leicht taillierte Form mit Seitennähten, Doppelnähte an Ärmeln und Saum, Tear Away Label, Vorgeschrumpft";"100% Baumwolle (Heather Dark Grey: 50% Baumwolle / 50% Polyester- Heather Blue, Heather Green, Heather Purple: 60% Polyester / 40% Baumwolle)";Damen;T-Shirts;Langarm;;"Mit Kapuze";;;"150 g/m²";Baumwolle;HN;a887l.jpg
A88VL;"Women´s Fashion Basic V-Neck Tee";Anvil;"Ringgesponnene Baumwolle, Leicht taillierte Form mit Seitennähten, Nackenband, Doppelnähte an Arm und Saum, Tear Away Label";"100% Baumwolle (Heather Grey: 90% Baumwolle / 10% Polyester)";Damen;T-Shirts;Kurzarm;;V-Ausschnitt;;;"150 g/m²";Baumwolle;HN;a88vl.jpg
A939;"Camouflage Tee";Anvil;"Ringgesponnene Baumwolle, Doppelnähte an Hals, Ärmeln und Saum, Pre-shrunk (vorgewaschen), Seitennähte und durchgehendes Schulterband, TearAway Label";"100% Baumwolle";Herren;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"170 g/m²";Baumwolle;BD;a939.jpg
A980;"Men´s Fashion Tee";Anvil;"Ringgesponnene Baumwolle, Durchgehendes Schulterband, Vorgeschrumpft, Doppelnähte an Arm und Saum, Schmales 1x1 Ripp-Halsbündchen, Heraustrennbares Label";"100% Baumwolle (Heather Grey: 90% Baumwolle / 10% Polyester, Heather Blue, Heather Dark Grey, Heather Green, Heather Purple: 60% Polyester / 40% Baumwolle)";Herren;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"150 g/m²";Baumwolle;BD;a980.jpg
A982;"Men´s Fashion V-Neck Tee";Anvil;"Doppelnähte an Arm und Saum, Durchgehendes Schulterband, Pre-Shrunk (vorgewaschen), Ripp-Halseinfassung, Tear Away Label, V-Auschnitt";"100% Baumwolle (Heather Grey: 90% Baumwolle / 10% Polyester- Heather Blue, Heather Purple: 60% Polyester / 40% Baumwolle)";Herren;T-Shirts;Kurzarm;;V-Ausschnitt;Konventionell;;"155 g/m²";Baumwolle;HN;a982.jpg
A986;"Fashion Basic Tank";Anvil;"Ringgesponnene Baumwolle, Arm- und Krageneinfassung aus gleichem Material in Kontrastfarbe, Doppelnähte am Saum, Tear Away Label, Vorgeschrumpft";"100% Baumwolle (Heather Grey: 90% Baumwolle / 10% Polyester- Heather Blue, Heather Green, Heather Purple: 60% Polyester / 40% Baumwolle)";Herren;T-Shirts;Ärmellos;;Rundhals;;;"150 g/m²";Baumwolle;HN;a986.jpg
A987;"Long Sleeve Hooded Tee";Anvil;"Ringgesponnene Baumwolle, Kräftiger, kontrastfarbener Kordelzug an der Kapuze (Kordelfarbe bei Black, Heather Dark Grey, Navy, White: Dark Grey  Kordelfarbe bei Heather Blue, Heather Green, Heather Purple: Neon Yellow), Leicht taillierte Form mit Seitennähten, Doppelnähte an Ärmeln und Saum, Tear Away Label, Vorgeschrumpft";"100% Baumwolle (Heather Blue, Heather Green, Heather Purple: 60% Polyester / 40% Baumwolle- Heather Dark Grey: 50% Baumwolle / 50% Polyester)";Herren;T-Shirts;Langarm;;"Mit Kapuze";;;"150 g/m²";Baumwolle;HN;a987.jpg
A988;"Lightweight Ringer Tee";Anvil;"Leicht tailliert - Röhrenförmiger Schnitt - Einfassung in Kontrastfarbe am Ausschnitt und den Ärmeln - Doppelnaht am Saum - TearAway-Label - Gekämmte, ringgesponnene Baumwolle - Vorgeschrumpft";"100% Baumwolle (Heather Blue, Heather Green, Heather Dark Grey, Heather Purple: 60% Baumwolle / 40% Polyester, Heather Grey: 90% Baumwolle / 10% Polyester)";Herren;T-Shirts;Kurzarm;;;;;"150 g/m²";Baumwolle;HN;a988.jpg
A990K;"Kids Combed Ring Spun T-Shirt";Anvil;"Ringgesponnene Baumwolle, Durchgehendes Nackenband und gesäumtes Halsbündchen, Doppelnähte an Ärmeln und Saum, TearAway™-Label, Öko-Tex® Standard 100, Rundgestrickt150 g/m²100% Baumwolle ( Heather Blue / Heather Green / Heather Purple: 60% Polyester / 40% Baumwolle Heather Grey: 90% Baumwolle / 10% Polyester )";"100% Baumwolle ( Heather Blue / Heather Green / Heather Purple: 60% Polyester / 40% Baumwolle- Heather Grey: 90% Baumwolle / 10% Polyester )";Kinder;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"150 g/m²";Baumwolle;BD;a990k.jpg
AA2001;"Fine Jersey Crewneck T-Shirt";"American Apparel";"Das wohl weichste; geschmeidigste und bestaussehendste Kurzarm-T-Shirt das es gibt!";"100% Jersey-Baumwoll Mischung (grau meliert enthält 10% Polyester) ";Herren;T-Shirts;Kurzarm;;Rundhals;Fair;;"146 g/m² ";Baumwolle;US;aa2001.jpg
AA2007;"Fine Jersey Long Sleeve T-Shirt";"American Apparel";"Der American Apparel Best-Seller in der Langarm-Version.";"100% Jersey-Baumwoll Mischung (grau meliert enthält 10% Polyester) ";Herren;T-Shirts;Langarm;;Rundhals;Fair;;"146 g/m²";Baumwolle;US;aa2007.jpg
AA2102;"Fine Jersey Short Sleeve Women's T";"American Apparel";"Das beliebteste Stück für Frauen und Mädels aus dem Hause American Apparel.";"100% Fein-Jersey Baumwoll Gemisch (grau meliert enthält 10% Polyester) ";Damen;T-Shirts;Kurzarm;;Rundhals;Fair;;"146 g/m² ";Baumwolle;US;aa2102.jpg
AA2456;"Fine Jersey V-Neck T-Shirt";"American Apparel";"Vermutlich das weichste; smootheste; best aussehendste V-neck T-shirt; das du bekommen kannst. ";"100 % Baumwolle (Heather enthält 10 % Polyester)";Herren;T-Shirts;Kurzarm;;V-Ausschnitt;Fair;;"146 g/m²";;;aa2456.jpg
AA5454;"California Fleece Raglan";"American Apparel";"American Apparels Version des klassischen Sweatshirts für jeden Tag.";"100% Baumwolle (grau meliert enthält 10% Polyester)";Herren;Pullover;Langarm;;Rundhals;Fair;;"244 g/m²";Baumwolle;US;aa5454.jpg
AA5495;"California Fleece Pullover Hoodie";"American Apparel";"American Apparels Ausgabe des klassischen, leichten Sport Hoodies mit Kordel.";"100% Baumwolle (grau meliert enthält 10% Polyester)";Herren;Pullover;Langarm;;"Mit Kapuze";Fair;;"244 g/m²";Baumwolle;US;aa5495.jpg
AA6322;"Sheer Jersey 2-Sided Top";"American Apparel";"Ein einzigartiges Top zum Drehen - Scoop Neck so herum; Boat Neck andersherum. ";"100% Jersey-Baumwolle ";Damen;T-Shirts;Kurzarm;;Rundhals;Fair;;"129 g/m²";Baumwolle;US;aa6322.jpg
AAF497;"Flex Fleece Zip Hoodie";"American Apparel";"Anschmiegsam-weicher, sportlicher Unisex Kapuzenpullover aus speziellem Flex Fleece Stoff.";"50% Polyester / 50% Baumwoll-Fleece";Herren;Sweatjacken;Langarm;;"Mit Kapuze";Fair;;"278 g/m²";Polyestergemisch;US;aaf497.jpg
AATR308;"Tri-Blend Racerback Tank";"American Apparel";"Absolut sexy Tank Top mit weitem Arm-Ausschnitt und einem extra schmalen Rücken. Aus ultra-weichem Tri-Blend Garn. ";"Tri-Blend Polyestermischgewebe (50% Polyester / 25 % Baumwolle / 25% Rayon) ";Damen;T-Shirts;Ärmellos;;Boat-Neck;Fair;;"125 g/m²";Polyester;US;aatr308.jpg
AATR401;"Tri-Blend Short Sleeve Track Shirt";"American Apparel";"Lässiger Schnitt, samtweiches Gefühl und Strapazierfähigkeit eines Vintage T-Shirts vereinen sich in einer brandneuen Version.";"Tri-Blend Polyestermischgewebe (50% Polyester / 25 % Baumwolle / 25% Rayon) ";Herren;T-Shirts;Kurzarm;;Rundhals;Fair;;"132 g/m²";Polyestergemisch;US;aatr401.jpg
ALM1004;"Unisex Colorblock Short Sleeve Tee";"All Sport";"Jacquard-Gewebe, Antibakterielles Funktions-T-Shirts, Kontrastfarbe am Raglanauschnitt über die Seiten und vollflächig über den Rücken, Doppelnähte, Flatlocknähte in abgesetzter Kontrastfarbe, Logofähnchen unten";;Herren;T-Shirts;Kurzarm;;Rundhals;;;;Polyester;PH;alm1004.jpg
ALM1009;"Unisex Performance Short Sleeve Tee";"All Sport";"Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell, Eingesetzte Ärmel, Interlock";;Herren;T-Shirts;Kurzarm;;Rundhals;;;;Polyester;GT;alm1009.jpg
ALM1021;"Men´s Short Sleeve Interlock Pieced Tee";"All Sport";"Interlock, Netzeinsatz an den Seiten, Antibakterielles Funktions T-Shirts, Flatlocknaht in Kontrastfarbe";;Herren;T-Shirts;Kurzarm;;Rundhals;;;;Polyester;ID;alm1021.jpg
ALM1029;"Unisex Performance Short Sleeve Raglan Tee";"All Sport";"Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell, Interlock";;Herren;T-Shirts;Kurzarm;;Rundhals;;;;Polyester;GT;alm1029.jpg
ALM1101;"Men´s Performance Triblend Short Sleeve Tee";"All Sport";"Gekämmte und ringgesponnene Baumwolle, Farblich abgestimmte Naht. einen Ton dunkler als Material (bei schwarz einen Ton hellere Naht, bei weiß grau abgestimmte Naht), Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell";;Herren;T-Shirts;Kurzarm;;Rundhals;;;;Polyestergemisch;GT;alm1101.jpg
ALM1829;"Unisex Performance 3-Button Raglan Polo";"All Sport";"Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell, Raglan-Ärmel, Stehkragen, Interlock";;Herren;Poloshirts;Kurzarm;;Knopfleiste;;;;Polyester;GT;alm1829.jpg
ALM3009;"Unisex Performance Long Sleeve Tee";"All Sport";"Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell, Interlock";;Herren;T-Shirts;Langarm;;Rundhals;;;;Polyester;GT;alm3009.jpg
ALM3101;"Men´s Performance Triblend Long Sleeve Hooded Pullover";"All Sport";"Gekämmte und ringgesponnene Baumwolle, Farblich abgestimmte Naht. einen Ton dunkler als Material, Raglan-Ärmel, Eingesetzte Ärmel, Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell";;Herren;Pullover;;;"Mit Kapuze";;;;Polyestergemisch;GT;alm3101.jpg
ALM3102;"Men´s Performance Triblend Long Sleeve Tee";"All Sport";"Gekämmte und ringgesponnene Baumwolle, Farblich abgestimmte Naht. einen Ton dunkler als Material (bei schwarz einen Ton hellere Naht, Bei weißem Material. grau abgestimmte Ziernaht.), Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell";;Herren;T-Shirts;Langarm;;Rundhals;;;;Polyestergemisch;GT;alm3102.jpg
ALW1009;"Women´s Performance Short Sleeve Tee";"All Sport";"Feuchtigkeitsableitend, Antimikrobiell, Eingesetzte Ärmel, U-Ausschnitt, Interlock";;Damen;T-Shirts;Kurzarm;;Rundhals;;;;Polyester;GT;alw1009.jpg
ALW1101;"Women´s Performance Triblend Short Sleeve Tee";"All Sport";"Gekämmte und ringgesponnene Baumwolle, Farblich abgestimmte Naht. einen Ton dunkler als Material (bei schwarz einen Ton hellere Naht, bei weiß grau abgestimmte Naht), Eingesetzte Ärmel, Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell";;Damen;T-Shirts;Kurzarm;;Rundhals;;;;Polyestergemisch;GT;alw1101.jpg
ALW2002;"Women´s Mesh Back Sports Bra";"All Sport";"Antimikrobiell, Atmungsaktiver ""Racer-Back"" aus Netzstoff für festen Halt, Optimale Passform durch StretchFlex Technik, Vorne doppellagig, Elasthan knit Jersey";;Damen;T-Shirts;Ärmellos;;Boat-Neck;;;;Polyestergemisch;PH;alw2002.jpg
ALW2022;"Women´s Sports Bra";"All Sport";"Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell, StretchFlex";;Damen;T-Shirts;Ärmellos;;Boat-Neck;;;;Nylon;GT;alw2022.jpg
ALW2079;"Women´s Performance Racerback Tank";"All Sport";"Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell, Racerback, Längerer Schnitt, Unterer Saum abgerundet, Interlock";;Damen;T-Shirts;Ärmellos;;Boat-Neck;;;;Polyester;GT;alw2079.jpg
ALW2170;"Women´s Performance Triblend Racerback Tank";"All Sport";"Gekämmte und ringgesponnene Baumwolle, Farblich abgestimmte Naht. einen Ton dunkler als Material (bei schwarz einen Ton hellere Naht, bei weiß grau abgestimmte Naht), Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell";;Damen;T-Shirts;Ärmellos;;Rundhals;;;;Polyestergemisch;GT;alw2170.jpg
ALW3009;"Women´s Performance Long Sleeve Tee";"All Sport";"Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell, Interlock";;Damen;T-Shirts;Langarm;;Rundhals;;;;Polyester;GT;alw3009.jpg
ALW3101;"Women´s Performance Triblend Long Sleeve Hooded Pullover With Runner´s Thumb";"All Sport";"Gekämmte und ringgesponnene Baumwolle, Farblich abgestimmte Naht. einen Ton dunkler als Material (bei schwarz einen Ton hellere Naht),  Tear-Away-Label, Feuchtigkeitsableitend, Antimikrobiell";;Damen;Pullover;Langarm;;"Mit Kapuze";;;;Polyestergemisch;GT;alw3101.jpg
AR021;"Boyzz&Girlzz Hooded Bathrobe";A&R;"Frottee Bademantel mit Kapuze, Weiches Material ist aus 100% Baumwolle, Warm und ideal. wenn in Bad und Bett verwendet";;Kinder;Bademäntel;;;"Mit Kapuze";;;;Baumwolle;TR;ar021.jpg
AR022;"Babiezz Bathrobe with Hood";A&R;"Frottee Bademantel mit Kapuze, Warm und ideal. wenn in Bad und Bett verwendet, Weiches Material aus 100% Baumwolle";;Babies;Bademäntel;;;"Mit Kapuze";;;;Baumwolle;TR;ar022.jpg
AR025;"Bademantel mit Schalkragen";A&R;"Schön und weich zu tragen, Großzügige Größen, bestellen Sie eine Größe kleiner als Sie normalerweise verwenden, Pastel: Ivory, Light Blue, Light Pink, White, Medium: Aqua Blue, Bright Yellow, Lime Green, Pink, Sand, Pastel und Medium Farben bis 60°C, Dark Farben bis 40°C waschbar, Waschbar bis 60° C";"100% Baumwolle";;Bademäntel;Langarm;;;;;"385 g/m²";Baumwolle;TR;ar025.jpg
AR033;Washcloth;A&R;"Mit diagonalem Satinstreifen an der Bordüre - Öko-Tex-Standard 100 - Flauschig weicher Waschhandschuh - Pastel: Ivory, White, Light Pink, Light Blue - Medium: Aqua Blue, Bright Yellow, Lime Green, Pink, Sand - Dark: Black, Chocolate Brown, French Navy, Aubergine, Bright Orange, Anthracite Grey, Fire Red, Dark Green, True Blue, Purple - Pastel und Medium Farben bis 60 °C, Dark Farben bis 40 °C waschbar";"100% Baumwolle";;Handtücher;;;;;;"500 g/m²";Baumwolle;TR;ar033.jpg
AR034;"Guest Towel";A&R;"Mit diagonalem Satinstreifen an der Bordüre - Sehr gute Trocknungseigenschaften - Öko-Tex-Standard 100 - Weiches Gästetuch - Pastel: Ivory, White, Light Pink, Light Blue - Medium: Aqua Blue, Bright Yellow, Lime Green, Pink, Sand - Dark: Black, Chocolate Brown, French Navy, Aubergine, Bright Orange, Anthracite Grey, Fire Red, Dark Green, True Blue, Purple - Pastel und Medium Farben bis 60 °C, Dark Farben bis 40 °C waschbar";"100% Baumwolle";;Handtücher;;;;;;"500 g/m²";Baumwolle;TR;ar034.jpg
AR035;"Fashion Handtuch";A&R;"Dichtes Gewebe, Ideal für Veredelungen, Sauber gearbeitete Bordüre, Robuste Verarbeitung, Pastel: Ivory, White, Medium: Aqua Blue, Bright Yellow, Lime Green, Pink, Sand, Dark: Black, Chocolate Brown, French Navy, Aubergine, Bright Orange, Anthracite Grey, Fire Red, Dark Green, True Blue, Purple";"100% Baumwolle";;Handtücher;;;;;;"500 g/m²";Baumwolle;TR;ar035.jpg
AR036;"Bath Towel";A&R;"Mit diagonalem Satinstreifen an der Bordüre - Sehr gute Trockungseigenschaften - Öko-Tex-Standard 100 - Weiches Badetuch - Pastel: Ivory, White, Light Pink, Light Blue - Medium: Aqua Blue, Bright Yellow, Lime Green, Pink, Sand - Dark: Black, Chocolate Brown, French Navy, Aubergine, Bright Orange, Anthracite Grey, Fire Red, Dark Green, True Blue, Purple - Pastel und Medium Farben bis 60 °C, Dark Farben bis 40 °C waschbar";"100% Baumwolle";;Handtücher;;;;;;"500 g/m²";Baumwolle;TR;ar036.jpg
AR037;"Beach Towel";A&R;"Mit diagonalem Satinstreifen an der Bordüre - Sehr gute Trocknungseigenschaften - Öko-Tex-Standard 100 - Pastel: Ivory, White, Light Pink, Light Blue - Medium: Aqua Blue, Bright Yellow, Lime Green, Pink, Sand - Dark: Black, Chocolate Brown, French Navy, Aubergine, Bright Orange, Anthracite Grey, Fire Red, Dark Green, True Blue, Purple - Pastel und Medium Farben bis 60 °C, Dark Farben bis 40 °C waschbar";"100% Baumwolle";;Handtücher;;;;;;"500 g/m²";Baumwolle;TR;ar037.jpg
AR038;"Big Towel";A&R;"Mit diagonalem Satinstreifen an der Bordüre, Zwei Bordüren 1.5 cm, Sehr gute Trocknungseigenschaften, Oeko-Tex-Standard 100, Pastel: Ivory. White. Light Pink, Medium: Aqua Blue. Lime Green. Pink. Sand. Light Purple, Dark: Black. French Navy. Anthracite Grey. Chocolate Brown. Graphite. Purple, Pastel und Medium Farben bis 60 °C. Dark Farben bis 40 °C waschbar";"100% Baumwolle";;Handtücher;;;;;;"500 g/m²";Baumwolle;TR;ar038.jpg
AR070;"PrintMe Hand Towel";A&R;"Handtuch, Bedruckbare Bordüre ca. 11 cm";;;Handtücher;;;;;;;Baumwolle;TR;ar070.jpg
AR071;"PrintMe Bath Towel";A&R;"Badetuch, Bedruckbare Bordüre ca. 11 cm";;;Handtücher;;;;;;;Baumwolle;TR;ar071.jpg
AR073;"PrintMe Sport Towel";A&R;"Sport Handtuch, Bedruckbare Bordüre ca. 10 cm";;;Handtücher;;;;;;;Baumwolle;TR;ar073.jpg
AR080;"SubliMe Hand Towel";A&R;"Handtuch, Sublimationfähige Bordüre ca. 10 cm, Handtuch 100% Baumwolle, Sublimationsband 100% Polyester";;;Handtücher;;;;;;;Baumwolle;TR;ar080.jpg
